"(Background Information, Full Name)","(Background Information, Nation)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Age)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","(Background Information, League)",market_value_in_eur,highest_market_value_in_eur
Francesco Caputo,it ITA,FW,Empoli,35,1987.0,20.0,15.0,1268.0,14.1,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.4,2.6,0.7,3.4,7.0,18.0,65.0,0.21,0.0,0.21,0.14,0.14,0.24,0.05,0.3,0.19,0.24,Serie A,1000000.0,7500000.0
Andrea Carboni,it ITA,DF,Monza,22,2001.0,21.0,16.0,1487.0,16.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.5,1.7,13.0,46.0,22.0,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.1,0.07,0.1,Serie A,4000000.0,5000000.0
Valentin Carboni,ar ARG,"MF,FW",Monza,18,2005.0,31.0,10.0,1169.0,13.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.3,2.3,1.7,4.0,52.0,57.0,75.0,0.15,0.23,0.38,0.15,0.38,0.18,0.13,0.31,0.18,0.31,Serie A,100000.0,1000000.0
Marco Carnesecchi,it ITA,GK,Atalanta,23,2000.0,27.0,27.0,2425.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,16000000.0,16000000.0
Nicolò Casale,it ITA,DF,Lazio,25,1998.0,20.0,16.0,1559.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,0.0,0.9,20.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Serie A,14000000.0,22000000.0
Giuseppe Caso,it ITA,"FW,MF",Frosinone,24,1998.0,14.0,2.0,417.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.4,15.0,20.0,37.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Serie A,1500000.0,3000000.0
Valentín Castellanos,ar ARG,FW,Lazio,24,1998.0,35.0,16.0,1682.0,18.7,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,7.3,7.3,1.7,8.9,15.0,47.0,132.0,0.21,0.16,0.37,0.21,0.37,0.39,0.09,0.48,0.39,0.48,Serie A,50000.0,3500000.0
Samu Castillejo,es ESP,"FW,MF",Sassuolo,28,1995.0,17.0,6.0,536.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.0,1.2,27.0,26.0,45.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.21,0.04,0.21,Serie A,600000.0,18000000.0
Santiago Castro,ar ARG,FW,Bologna,18,2004.0,8.0,2.0,242.0,2.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.5,1.0,1.0,15.0,0.37,0.37,0.74,0.37,0.74,0.35,0.2,0.55,0.35,0.55,Serie A,12000000.0,12000000.0
Gaetano Castrovilli,it ITA,"FW,MF",Fiorentina,26,1997.0,6.0,5.0,367.0,4.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,14.0,12.0,25.0,0.25,0.49,0.74,0.25,0.74,0.08,0.15,0.23,0.08,0.23,Serie A,7000000.0,25000000.0
Danilo Cataldi,it ITA,MF,Lazio,28,1994.0,28.0,15.0,1361.0,15.1,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.4,0.4,0.8,1.1,9.0,69.0,7.0,0.07,0.0,0.07,0.07,0.07,0.02,0.05,0.08,0.02,0.08,Serie A,5500000.0,10000000.0
Emil Ceide,no NOR,"FW,MF",Sassuolo,21,2001.0,11.0,0.0,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,12.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17,Serie A,2000000.0,2500000.0
Zeki Çelik,tr TUR,DF,Roma,26,1997.0,17.0,6.0,671.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,14.0,26.0,38.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.11,0.02,0.11,Serie A,6000000.0,20000000.0
Fabien Centonze,fr FRA,DF,Hellas Verona,27,1996.0,10.0,7.0,676.0,7.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.1,16.0,14.0,21.0,0.0,0.13,0.13,0.0,0.13,0.0,0.14,0.14,0.0,0.14,Serie A,3000000.0,8000000.0
Michele Cerofolini,it ITA,GK,Frosinone,24,1999.0,8.0,7.0,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,700000.0,700000.0
Alberto Cerri,it ITA,FW,Empoli,27,1996.0,12.0,10.0,545.0,6.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.2,1.4,3.0,9.0,23.0,0.17,0.0,0.17,0.17,0.17,0.19,0.04,0.23,0.19,0.23,Serie A,1700000.0,7500000.0
Leonardo Cerri,it ITA,DF,Juventus,20,2003.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,1000000.0,45000000.0
Charlys,br BRA,MF,Hellas Verona,19,2004.0,2.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Serie A,100000.0,100000.0
Walid Cheddira,ma MAR,FW,Frosinone,25,1998.0,36.0,24.0,2120.0,23.6,7.0,1.0,8.0,6.0,1.0,1.0,0.0,0.0,9.0,8.2,1.4,9.6,31.0,22.0,139.0,0.3,0.04,0.34,0.25,0.3,0.38,0.06,0.44,0.35,0.41,Serie A,6000000.0,8000000.0
Federico Chiesa,it ITA,FW,Juventus,25,1997.0,33.0,25.0,2197.0,24.4,9.0,2.0,11.0,8.0,1.0,1.0,1.0,0.0,6.4,5.6,6.2,11.9,111.0,70.0,216.0,0.37,0.08,0.45,0.33,0.41,0.26,0.25,0.52,0.23,0.49,Serie A,35000000.0,70000000.0
Oliver Christensen,dk DEN,GK,Fiorentina,24,1999.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,3000000.0,4500000.0
Samuel Chukwueze,ng NGA,FW,Milan,24,1999.0,24.0,12.0,1017.0,11.3,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,2.3,3.9,52.0,51.0,135.0,0.09,0.27,0.35,0.09,0.35,0.15,0.2,0.35,0.15,0.35,Serie A,20000000.0,30000000.0
Alphadjo Cissè,it ITA,FW,Hellas Verona,16,2006.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,,
Giorgio Cittadini,it ITA,DF,Monza,21,2002.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2400000.0,3000000.0
Giorgio Cittadini,it ITA,DF,Genoa,21,2002.0,5.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2400000.0,3000000.0
Patrick Ciurria,it ITA,"DF,MF",Monza,28,1995.0,22.0,18.0,1598.0,17.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,2.6,4.1,41.0,68.0,94.0,0.0,0.06,0.06,0.0,0.06,0.09,0.15,0.23,0.09,0.23,Serie A,4000000.0,5000000.0
Lorenzo Colombo,it ITA,FW,Monza,21,2002.0,25.0,16.0,1359.0,15.1,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.6,3.6,0.6,4.2,16.0,24.0,75.0,0.26,0.07,0.33,0.26,0.33,0.24,0.04,0.28,0.24,0.28,Serie A,6000000.0,7000000.0
Andrea Colpani,it ITA,"MF,FW",Monza,24,1999.0,38.0,36.0,2657.0,29.5,8.0,4.0,12.0,8.0,0.0,0.0,1.0,0.0,4.8,4.8,5.0,9.8,90.0,120.0,193.0,0.27,0.14,0.41,0.27,0.41,0.16,0.17,0.33,0.16,0.33,Serie A,18000000.0,18000000.0
Pietro Comuzzo,it ITA,"DF,FW",Fiorentina,18,2005.0,4.0,0.0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,700000.0,700000.0
Andrea Consigli,it ITA,GK,Sassuolo,36,1987.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,800000.0,8000000.0
Nikita Contini Baranovsky,it ITA,GK,Napoli,27,1996.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,400000.0,800000.0
Diego Coppola,it ITA,DF,Hellas Verona,19,2003.0,24.0,18.0,1634.0,18.2,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,1.2,1.2,0.2,1.4,1.0,40.0,0.0,0.11,0.0,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,Serie A,6000000.0,6000000.0
Tommaso Corazza,it ITA,DF,Bologna,19,2004.0,9.0,1.0,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,10.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Serie A,1000000.0,1000000.0
Jeppe Corfitzen,dk DEN,FW,Lecce,18,2004.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,400000.0,400000.0
Giacomo Corona,it ITA,FW,Empoli,19,2004.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,200000.0,4000000.0
João Costa,br BRA,"MF,FW",Roma,18,2005.0,3.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,Serie A,200000.0,500000.0
Benoît Costil,fr FRA,GK,Salernitana,36,1987.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,600000.0,8000000.0
Lassana Coulibaly,ml MLI,MF,Salernitana,27,1996.0,28.0,25.0,2082.0,23.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.8,1.4,29.0,88.0,38.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.06,0.03,0.06,Serie A,3500000.0,5000000.0
Mamadou Coulibaly,sn SEN,DF,Salernitana,24,1999.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,1300000.0,3000000.0
Alessio Cragno,it ITA,GK,Sassuolo,29,1994.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,1500000.0,20000000.0
Bryan Cristante,it ITA,"MF,DF",Roma,28,1995.0,37.0,37.0,3289.0,36.5,3.0,4.0,7.0,3.0,0.0,0.0,8.0,0.0,4.0,4.0,2.9,6.9,47.0,234.0,80.0,0.08,0.11,0.19,0.08,0.19,0.11,0.08,0.19,0.11,0.19,Serie A,20000000.0,25000000.0
Juan Cruz,ar ARG,"FW,MF",Hellas Verona,24,1999.0,4.0,1.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Serie A,2500000.0,2500000.0
Juan Cruz,ar ARG,"FW,MF",Hellas Verona,24,1999.0,4.0,1.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Serie A,1500000.0,2000000.0
Juan Cuadrado,co COL,DF,Inter,35,1988.0,10.0,0.0,267.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.6,1.7,17.0,11.0,35.0,0.0,0.67,0.67,0.0,0.67,0.06,0.52,0.59,0.06,0.59,Serie A,1000000.0,32000000.0
Marvin Cuni,al ALB,FW,Frosinone,22,2001.0,22.0,6.0,534.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.3,1.6,6.0,11.0,45.0,0.17,0.0,0.17,0.17,0.17,0.22,0.05,0.28,0.22,0.28,Serie A,900000.0,1000000.0
Danilo D'Ambrosio,it ITA,DF,Monza,34,1988.0,24.0,16.0,1536.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.7,0.7,0.2,0.8,12.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Serie A,1000000.0,13000000.0
Flavius Daniliuc,at AUT,DF,Salernitana,22,2001.0,14.0,8.0,744.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.5,8.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Serie A,8000000.0,8000000.0
Danilo,br BRA,DF,Juventus,32,1991.0,29.0,27.0,2452.0,27.2,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,0.9,2.2,18.0,161.0,21.0,0.04,0.04,0.07,0.04,0.07,0.05,0.03,0.08,0.05,0.08,Serie A,100000.0,400000.0
Matteo Darmian,it ITA,DF,Inter,33,1989.0,33.0,27.0,2404.0,26.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,1.8,3.0,18.0,72.0,82.0,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.11,0.04,0.11,Serie A,4000000.0,15000000.0
Juan David Cabal,co COL,DF,Hellas Verona,22,2001.0,22.0,17.0,1497.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.4,0.9,26.0,70.0,48.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Serie A,3500000.0,3500000.0
Keinan Davis,eng ENG,"FW,MF",Udinese,25,1998.0,8.0,0.0,186.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,2.0,6.0,15.0,0.48,0.0,0.48,0.48,0.48,0.24,0.04,0.28,0.24,0.28,Serie A,3000000.0,3000000.0
Paweł Dawidowicz,pl POL,DF,Hellas Verona,28,1995.0,28.0,25.0,2143.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.0,0.6,11.0,89.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Serie A,3000000.0,5000000.0
Charles De Ketelaere,be BEL,"FW,MF",Atalanta,22,2001.0,35.0,25.0,2026.0,22.5,10.0,8.0,18.0,9.0,1.0,1.0,1.0,0.0,7.1,6.3,6.1,12.4,88.0,126.0,219.0,0.44,0.36,0.8,0.4,0.76,0.31,0.27,0.59,0.28,0.55,Serie A,34000000.0,34000000.0
Mattia De Sciglio,it ITA,DF,Juventus,30,1992.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,1000000.0,14000000.0
Lorenzo De Silvestri,it ITA,DF,Bologna,35,1988.0,15.0,7.0,674.0,7.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,14.0,27.0,12.0,0.27,0.0,0.27,0.27,0.27,0.03,0.0,0.03,0.03,0.03,Serie A,400000.0,6000000.0
Koni De Winter,be BEL,DF,Genoa,21,2002.0,29.0,26.0,2380.0,26.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.8,0.8,1.0,1.8,21.0,76.0,15.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.07,0.03,0.07,Serie A,12000000.0,12000000.0
Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,32,1991.0,20.0,7.0,757.0,8.4,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,2.2,7.0,17.0,42.0,0.12,0.24,0.36,0.12,0.36,0.12,0.14,0.26,0.12,0.26,Serie A,1000000.0,12000000.0
Alessandro Deiola,it ITA,MF,Cagliari,27,1995.0,27.0,19.0,1608.0,17.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.5,2.5,0.9,3.4,9.0,64.0,21.0,0.06,0.0,0.06,0.06,0.06,0.14,0.05,0.19,0.14,0.19,Serie A,1900000.0,2000000.0
Alessandro Dellavalle,it ITA,DF,Torino,19,2004.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,200000.0,650000.0
Diego Demme,de GER,MF,Napoli,31,1991.0,2.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,800000.0,17000000.0
Leander Dendoncker,be BEL,MF,Napoli,28,1995.0,3.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Serie A,7000000.0,32000000.0
Mattia Destro,it ITA,"FW,MF",Empoli,32,1991.0,15.0,3.0,366.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,0.3,1.5,4.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.29,0.08,0.37,0.29,0.37,Serie A,500000.0,17000000.0
Federico Di Francesco,it ITA,"FW,MF",Lecce,29,1994.0,2.0,0.0,15.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,3.0,6.0,0.0,6.0,6.0,6.0,0.53,0.0,0.53,0.53,0.53,Serie A,1400000.0,5000000.0
Raffaele Di Gennaro,it ITA,GK,Inter,29,1993.0,1.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,300000.0,3500000.0
Michele Di Gregorio,it ITA,GK,Monza,26,1997.0,33.0,33.0,2872.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,18000000.0,18000000.0
Giovanni Di Lorenzo,it ITA,DF,Napoli,29,1993.0,36.0,36.0,3234.0,35.9,1.0,6.0,7.0,1.0,0.0,0.0,6.0,0.0,3.1,3.1,4.9,8.0,95.0,304.0,250.0,0.03,0.17,0.19,0.03,0.19,0.09,0.14,0.22,0.09,0.22,Serie A,15000000.0,25000000.0
Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,24,1999.0,15.0,2.0,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,6.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Serie A,900000.0,900000.0
Boulaye Dia,sn SEN,"FW,MF",Salernitana,26,1996.0,17.0,12.0,1143.0,12.7,4.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,3.9,3.1,0.5,3.6,18.0,22.0,57.0,0.31,0.0,0.31,0.24,0.24,0.31,0.04,0.35,0.24,0.28,Serie A,10000000.0,25000000.0
Federico Dimarco,it ITA,DF,Inter,25,1997.0,30.0,29.0,2077.0,23.1,5.0,6.0,11.0,5.0,0.0,0.0,0.0,0.0,2.9,2.7,8.5,11.1,51.0,100.0,198.0,0.22,0.26,0.48,0.22,0.48,0.13,0.37,0.49,0.12,0.48,Serie A,50000000.0,50000000.0
Tiago Djaló,pt POR,DF,Juventus,23,2000.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,12000000.0,16000000.0
Koffi Djidji,ci CIV,DF,Torino,30,1992.0,13.0,8.0,759.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Serie A,2500000.0,5000000.0
Berat Djimsiti,al ALB,DF,Atalanta,30,1993.0,37.0,32.0,2832.0,31.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.7,1.5,6.0,79.0,10.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,Serie A,10000000.0,22000000.0
Dodô,br BRA,DF,Fiorentina,24,1998.0,9.0,7.0,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,20.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15,Serie A,150000.0,600000.0
Dodô,br BRA,DF,Fiorentina,24,1998.0,9.0,7.0,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,20.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15,Serie A,800000.0,7000000.0
Dodô,br BRA,DF,Fiorentina,24,1998.0,9.0,7.0,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,20.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15,Serie A,17000000.0,20000000.0
Josh Doig,sct SCO,DF,Hellas Verona,21,2002.0,12.0,11.0,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,23.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Serie A,6000000.0,10000000.0
Josh Doig,sct SCO,DF,Sassuolo,21,2002.0,16.0,15.0,1343.0,14.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.1,1.3,30.0,33.0,45.0,0.0,0.13,0.13,0.0,0.13,0.01,0.08,0.09,0.01,0.09,Serie A,6000000.0,10000000.0
Nicolás Domínguez,ar ARG,MF,Bologna,25,1998.0,2.0,1.0,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Serie A,17000000.0,17500000.0
Giulio Donati,it ITA,DF,Monza,33,1990.0,4.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.46,0.51,0.05,0.51,Serie A,300000.0,5000000.0
Patrick Dorgu,dk DEN,"DF,MF",Lecce,18,2004.0,32.0,17.0,1564.0,17.4,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.0,2.0,1.6,3.6,37.0,49.0,86.0,0.12,0.0,0.12,0.12,0.12,0.11,0.09,0.21,0.11,0.21,Serie A,12000000.0,12000000.0
Alberto Dossena,it ITA,DF,Cagliari,24,1998.0,35.0,33.0,2977.0,33.1,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,2.2,2.2,2.1,4.3,9.0,89.0,2.0,0.06,0.12,0.18,0.06,0.18,0.07,0.06,0.13,0.07,0.13,Serie A,5000000.0,5000000.0
Radu Drăgușin,ro ROU,DF,Genoa,21,2002.0,19.0,19.0,1710.0,19.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8,1.9,6.0,29.0,13.0,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1,Serie A,25000000.0,25000000.0
